Sample in Buffer,Sample in Window,TRIGGER,tsm_I_1[11:0],tsm_Q_1[11:0],tsm_I[11:0],tsm_Q[11:0],rev_I[11:0],rev_Q[11:0],rev_valid_1,rev_valid_2,rev_valid_3,rev_valid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,SIGNED,SIGNED,HEX,HEX,HEX,HEX
2172,2172,0,ffe,7fe,ffe,7fe,-1202,-1313,1,1,1,1
2173,2173,0,802,ffe,802,ffe,776,-361,1,1,1,1
2174,2174,0,802,ffe,802,ffe,2047,728,1,1,1,1
2175,2175,0,002,802,002,802,1324,1077,1,1,1,1
2176,2176,0,002,802,002,802,87,698,1,1,1,1
2177,2177,0,7fe,002,7fe,002,-637,-62,1,1,1,1
2178,2178,0,ffe,7fe,ffe,7fe,-1485,-932,1,1,1,1
2179,2179,0,ffe,7fe,ffe,7fe,-1282,-1332,1,1,1,1
2180,2180,0,7fe,002,7fe,002,809,-299,1,1,1,1
2181,2181,0,7fe,002,7fe,002,2047,727,1,1,1,1
2182,2182,0,ffe,7fe,ffe,7fe,1342,1085,1,1,1,1
2183,2183,0,ffe,7fe,ffe,7fe,97,679,1,1,1,1
2184,2184,0,802,ffe,802,ffe,-698,80,1,1,1,1
2185,2185,0,802,ffe,802,ffe,-1241,-32,1,1,1,1
2186,2186,0,002,802,002,802,-1439,-693,1,1,1,1
2187,2187,0,002,802,002,802,-1182,-1311,1,1,1,1
2188,2188,0,7fe,002,7fe,002,773,-356,1,1,1,1
2189,2189,0,7fe,002,7fe,002,2047,718,1,1,1,1
2190,2190,0,ffe,7fe,ffe,7fe,1321,1099,1,1,1,1
2191,2191,0,ffe,7fe,ffe,7fe,111,675,1,1,1,1
2192,2192,0,802,ffe,802,ffe,-654,-61,1,1,1,1
2193,2193,0,002,802,002,802,-1424,-928,1,1,1,1
2194,2194,0,002,802,002,802,-1543,-1348,1,1,1,1
2195,2195,0,7fe,002,7fe,002,-1218,-323,1,1,1,1
2196,2196,0,7fe,002,7fe,002,-1091,368,1,1,1,1
2197,2197,0,ffe,7fe,ffe,7fe,-1387,-639,1,1,1,1
2198,2198,0,ffe,7fe,ffe,7fe,-1221,-1415,1,1,1,1
2199,2199,0,802,ffe,802,ffe,763,-333,1,1,1,1
2200,2200,0,802,ffe,802,ffe,2047,700,1,1,1,1
2201,2201,0,002,802,002,802,1338,1087,1,1,1,1
2202,2202,0,002,802,002,802,106,662,1,1,1,1
2203,2203,0,7fe,002,7fe,002,-672,60,1,1,1,1
2204,2204,0,7fe,002,7fe,002,-1206,-27,1,1,1,1
2205,2205,0,ffe,7fe,ffe,7fe,-1439,-694,1,1,1,1
2206,2206,0,ffe,7fe,ffe,7fe,-1184,-1365,1,1,1,1
2207,2207,0,802,ffe,802,ffe,628,-183,1,1,1,1
2208,2208,0,002,802,002,802,1492,1384,1,1,1,1
2209,2209,0,002,802,002,802,338,906,1,1,1,1
2210,2210,0,802,ffe,802,ffe,-779,-1,1,1,1,1
2211,2211,0,802,ffe,802,ffe,-1215,-55,1,1,1,1
2212,2212,0,002,802,002,802,-1433,-695,1,1,1,1
2213,2213,0,002,802,002,802,-1183,-1300,1,1,1,1
2214,2214,0,7fe,002,7fe,002,801,-350,1,1,1,1
2215,2215,0,7fe,002,7fe,002,2047,714,1,1,1,1
2216,2216,0,ffe,7fe,ffe,7fe,1363,1089,1,1,1,1
2217,2217,0,ffe,7fe,ffe,7fe,79,650,1,1,1,1
2218,2218,0,802,ffe,802,ffe,-697,80,1,1,1,1
2219,2219,0,802,ffe,802,ffe,-1220,-34,1,1,1,1
2220,2220,0,002,802,002,802,-1436,-702,1,1,1,1
2221,2221,0,002,802,002,802,-1187,-1340,1,1,1,1
2222,2222,0,7fe,002,7fe,002,635,-201,1,1,1,1
2223,2223,0,ffe,7fe,ffe,7fe,1477,1401,1,1,1,1
2224,2224,0,ffe,7fe,ffe,7fe,609,764,1,1,1,1
2225,2225,0,802,ffe,802,ffe,1193,-808,1,1,1,1
2226,2226,0,802,ffe,802,ffe,2047,-429,1,1,1,1
2227,2227,0,002,802,002,802,1293,1126,1,1,1,1
2228,2228,0,002,802,002,802,114,841,1,1,1,1
2229,2229,0,7fe,002,7fe,002,-653,19,1,1,1,1
2230,2230,0,7fe,002,7fe,002,-1222,-51,1,1,1,1
2231,2231,0,ffe,7fe,ffe,7fe,-1448,-705,1,1,1,1
2232,2232,0,ffe,7fe,ffe,7fe,-1198,-1311,1,1,1,1
2233,2233,0,802,ffe,802,ffe,758,-349,1,1,1,1
2234,2234,0,802,ffe,802,ffe,2047,710,1,1,1,1
2235,2235,0,002,802,002,802,1336,1103,1,1,1,1
2236,2236,0,002,802,002,802,91,686,1,1,1,1
2237,2237,0,7fe,002,7fe,002,-650,-68,1,1,1,1
2238,2238,0,ffe,7fe,ffe,7fe,-1455,-933,1,1,1,1
2239,2239,0,ffe,7fe,ffe,7fe,-1281,-1337,1,1,1,1
2240,2240,0,7fe,002,7fe,002,810,-303,1,1,1,1
2241,2241,0,7fe,002,7fe,002,2047,709,1,1,1,1
2242,2242,0,ffe,7fe,ffe,7fe,1309,1095,1,1,1,1
2243,2243,0,ffe,7fe,ffe,7fe,91,662,1,1,1,1
2244,2244,0,802,ffe,802,ffe,-671,64,1,1,1,1
2245,2245,0,802,ffe,802,ffe,-1237,-4,1,1,1,1
2246,2246,0,002,802,002,802,-1446,-716,1,1,1,1
2247,2247,0,002,802,002,802,-1180,-1318,1,1,1,1
2248,2248,0,7fe,002,7fe,002,764,-353,1,1,1,1
2249,2249,0,7fe,002,7fe,002,2047,705,1,1,1,1
2250,2250,0,ffe,7fe,ffe,7fe,1333,1092,1,1,1,1
2251,2251,0,ffe,7fe,ffe,7fe,116,671,1,1,1,1
2252,2252,0,802,ffe,802,ffe,-645,-71,1,1,1,1
2253,2253,0,002,802,002,802,-1418,-930,1,1,1,1
2254,2254,0,002,802,002,802,-1544,-1337,1,1,1,1
2255,2255,0,7fe,002,7fe,002,-1231,-330,1,1,1,1
2256,2256,0,7fe,002,7fe,002,-1089,372,1,1,1,1
2257,2257,0,ffe,7fe,ffe,7fe,-1369,-656,1,1,1,1
2258,2258,0,ffe,7fe,ffe,7fe,-1219,-1425,1,1,1,1
2259,2259,0,802,ffe,802,ffe,780,-339,1,1,1,1
2260,2260,0,802,ffe,802,ffe,2047,749,1,1,1,1
2261,2261,0,002,802,002,802,1347,1105,1,1,1,1
2262,2262,0,002,802,002,802,102,674,1,1,1,1
2263,2263,0,7fe,002,7fe,002,-696,53,1,1,1,1
2264,2264,0,7fe,002,7fe,002,-1231,-26,1,1,1,1
2265,2265,0,ffe,7fe,ffe,7fe,-1434,-696,1,1,1,1
2266,2266,0,ffe,7fe,ffe,7fe,-1161,-1361,1,1,1,1
2267,2267,0,802,ffe,802,ffe,606,-170,1,1,1,1
2268,2268,0,002,802,002,802,1495,1393,1,1,1,1
2269,2269,0,002,802,002,802,329,921,1,1,1,1
2270,2270,0,002,802,002,802,-767,-28,1,1,1,1
2271,2271,0,002,802,002,802,-1232,-55,1,1,1,1
2272,2272,0,7fe,002,7fe,002,-1436,-666,1,1,1,1
2273,2273,0,7fe,002,7fe,002,-1200,-1320,1,1,1,1
2274,2274,0,ffe,7fe,ffe,7fe,792,-361,1,1,1,1
2275,2275,0,ffe,7fe,ffe,7fe,2047,727,1,1,1,1
2276,2276,0,802,ffe,802,ffe,1308,1115,1,1,1,1
2277,2277,0,802,ffe,802,ffe,98,680,1,1,1,1
2278,2278,0,002,802,002,802,-693,65,1,1,1,1
2279,2279,0,002,802,002,802,-1225,-20,1,1,1,1
2280,2280,0,7fe,002,7fe,002,-1428,-709,1,1,1,1
2281,2281,0,7fe,002,7fe,002,-1203,-1315,1,1,1,1
2282,2282,0,ffe,7fe,ffe,7fe,650,-203,1,1,1,1
2283,2283,0,802,ffe,802,ffe,1468,1371,1,1,1,1
2284,2284,0,802,ffe,802,ffe,617,826,1,1,1,1
2285,2285,0,002,802,002,802,1208,-610,1,1,1,1
2286,2286,0,002,802,002,802,2047,-235,1,1,1,1
2287,2287,0,7fe,002,7fe,002,1306,1101,1,1,1,1
2288,2288,0,7fe,002,7fe,002,123,824,1,1,1,1
2289,2289,0,ffe,7fe,ffe,7fe,-677,23,1,1,1,1
2290,2290,0,ffe,7fe,ffe,7fe,-1205,-24,1,1,1,1
2291,2291,0,802,ffe,802,ffe,-1443,-710,1,1,1,1
2292,2292,0,802,ffe,802,ffe,-1208,-1310,1,1,1,1
2293,2293,0,002,802,002,802,778,-353,1,1,1,1
2294,2294,0,002,802,002,802,2047,690,1,1,1,1
2295,2295,0,7fe,002,7fe,002,1339,1083,1,1,1,1
2296,2296,0,7fe,002,7fe,002,115,685,1,1,1,1
2297,2297,0,ffe,7fe,ffe,7fe,-666,-62,1,1,1,1
2298,2298,0,802,ffe,802,ffe,-1454,-934,1,1,1,1
2299,2299,0,802,ffe,802,ffe,-1283,-1321,1,1,1,1
2300,2300,0,802,ffe,802,ffe,798,-306,1,1,1,1
2301,2301,0,802,ffe,802,ffe,2047,693,1,1,1,1
2302,2302,0,002,802,002,802,1340,1111,1,1,1,1
2303,2303,0,002,802,002,802,99,649,1,1,1,1
2304,2304,0,7fe,002,7fe,002,-730,45,1,1,1,1
2305,2305,0,7fe,002,7fe,002,-1205,23,1,1,1,1
2306,2306,0,ffe,7fe,ffe,7fe,-1443,-697,1,1,1,1
2307,2307,0,ffe,7fe,ffe,7fe,-1186,-1314,1,1,1,1
2308,2308,0,802,ffe,802,ffe,782,-356,1,1,1,1
2309,2309,0,802,ffe,802,ffe,2047,725,1,1,1,1
2310,2310,0,002,802,002,802,1311,1081,1,1,1,1
2311,2311,0,002,802,002,802,115,694,1,1,1,1
2312,2312,0,7fe,002,7fe,002,-647,-78,1,1,1,1
2313,2313,0,ffe,7fe,ffe,7fe,-1443,-921,1,1,1,1
2314,2314,0,ffe,7fe,ffe,7fe,-1472,-1437,1,1,1,1
2315,2315,0,802,ffe,802,ffe,-1456,-1373,1,1,1,1
2316,2316,0,802,ffe,802,ffe,-1189,-1141,1,1,1,1
2317,2317,0,002,802,002,802,795,-284,1,1,1,1
2318,2318,0,002,802,002,802,2047,690,1,1,1,1
2319,2319,0,7fe,002,7fe,002,1311,1096,1,1,1,1
2320,2320,0,7fe,002,7fe,002,58,665,1,1,1,1
2321,2321,0,ffe,7fe,ffe,7fe,-663,109,1,1,1,1
2322,2322,0,ffe,7fe,ffe,7fe,-1218,-38,1,1,1,1
2323,2323,0,802,ffe,802,ffe,-1446,-709,1,1,1,1
2324,2324,0,802,ffe,802,ffe,-1180,-1295,1,1,1,1
2325,2325,0,002,802,002,802,769,-343,1,1,1,1
2326,2326,0,002,802,002,802,2047,686,1,1,1,1
2327,2327,0,7fe,002,7fe,002,1201,1120,1,1,1,1
2328,2328,0,ffe,7fe,ffe,7fe,-764,636,1,1,1,1
2329,2329,0,ffe,7fe,ffe,7fe,-1431,-48,1,1,1,1
2330,2330,0,ffe,7fe,ffe,7fe,-1356,-806,1,1,1,1
2331,2331,0,ffe,7fe,ffe,7fe,-1178,-1299,1,1,1,1
2332,2332,0,802,ffe,802,ffe,781,-324,1,1,1,1
2333,2333,0,802,ffe,802,ffe,2047,709,1,1,1,1
2334,2334,0,002,802,002,802,1306,1121,1,1,1,1
2335,2335,0,002,802,002,802,71,626,1,1,1,1
2336,2336,0,7fe,002,7fe,002,-698,66,1,1,1,1
2337,2337,0,7fe,002,7fe,002,-1206,-13,1,1,1,1
2338,2338,0,ffe,7fe,ffe,7fe,-1454,-730,1,1,1,1
2339,2339,0,ffe,7fe,ffe,7fe,-1181,-1278,1,1,1,1
2340,2340,0,802,ffe,802,ffe,783,-358,1,1,1,1
2341,2341,0,802,ffe,802,ffe,2047,710,1,1,1,1
2342,2342,0,002,802,002,802,1220,1124,1,1,1,1
2343,2343,0,7fe,002,7fe,002,-788,655,1,1,1,1
2344,2344,0,7fe,002,7fe,002,-1458,57,1,1,1,1
2345,2345,0,ffe,7fe,ffe,7fe,-1158,214,1,1,1,1
2346,2346,0,ffe,7fe,ffe,7fe,-1084,257,1,1,1,1
2347,2347,0,802,ffe,802,ffe,-1403,-711,1,1,1,1
2348,2348,0,802,ffe,802,ffe,-1208,-1339,1,1,1,1
2349,2349,0,002,802,002,802,745,-322,1,1,1,1
2350,2350,0,002,802,002,802,2047,700,1,1,1,1
2351,2351,0,7fe,002,7fe,002,1322,1085,1,1,1,1
2352,2352,0,7fe,002,7fe,002,82,701,1,1,1,1
2353,2353,0,ffe,7fe,ffe,7fe,-687,41,1,1,1,1
2354,2354,0,ffe,7fe,ffe,7fe,-1196,-46,1,1,1,1
2355,2355,0,802,ffe,802,ffe,-1443,-673,1,1,1,1
2356,2356,0,802,ffe,802,ffe,-1164,-1363,1,1,1,1
2357,2357,0,002,802,002,802,612,-201,1,1,1,1
2358,2358,0,7fe,002,7fe,002,1502,1395,1,1,1,1
2359,2359,0,7fe,002,7fe,002,354,876,1,1,1,1
2360,2360,0,002,802,002,802,-771,-3,1,1,1,1
2361,2361,0,002,802,002,802,-1245,-48,1,1,1,1
2362,2362,0,7fe,002,7fe,002,-1422,-699,1,1,1,1
2363,2363,0,7fe,002,7fe,002,-1184,-1327,1,1,1,1
2364,2364,0,ffe,7fe,ffe,7fe,782,-331,1,1,1,1
2365,2365,0,ffe,7fe,ffe,7fe,2047,690,1,1,1,1
2366,2366,0,802,ffe,802,ffe,1314,1105,1,1,1,1
2367,2367,0,802,ffe,802,ffe,90,642,1,1,1,1
2368,2368,0,002,802,002,802,-682,71,1,1,1,1
2369,2369,0,002,802,002,802,-1209,-34,1,1,1,1
2370,2370,0,7fe,002,7fe,002,-1453,-678,1,1,1,1
2371,2371,0,7fe,002,7fe,002,-1184,-1355,1,1,1,1
2372,2372,0,ffe,7fe,ffe,7fe,647,-199,1,1,1,1
2373,2373,0,802,ffe,802,ffe,1479,1362,1,1,1,1
2374,2374,0,802,ffe,802,ffe,473,914,1,1,1,1
2375,2375,0,002,802,002,802,232,-10,1,1,1,1
2376,2376,0,002,802,002,802,319,78,1,1,1,1
2377,2377,0,7fe,002,7fe,002,-531,207,1,1,1,1
2378,2378,0,7fe,002,7fe,002,-1317,41,1,1,1,1
2379,2379,0,ffe,7fe,ffe,7fe,-1436,-735,1,1,1,1
2380,2380,0,ffe,7fe,ffe,7fe,-1175,-1349,1,1,1,1
2381,2381,0,802,ffe,802,ffe,765,-348,1,1,1,1
2382,2382,0,802,ffe,802,ffe,2047,705,1,1,1,1
2383,2383,0,002,802,002,802,1336,1118,1,1,1,1
2384,2384,0,002,802,002,802,71,641,1,1,1,1
2385,2385,0,7fe,002,7fe,002,-656,88,1,1,1,1
2386,2386,0,7fe,002,7fe,002,-1282,-56,1,1,1,1
2387,2387,0,ffe,7fe,ffe,7fe,-1164,-558,1,1,1,1
2388,2388,0,802,ffe,802,ffe,767,-383,1,1,1,1
2389,2389,0,802,ffe,802,ffe,2047,584,1,1,1,1
2390,2390,0,002,802,002,802,1316,1128,1,1,1,1
2391,2391,0,002,802,002,802,104,679,1,1,1,1
2392,2392,0,7fe,002,7fe,002,-689,52,1,1,1,1
2393,2393,0,7fe,002,7fe,002,-1239,-18,1,1,1,1
2394,2394,0,ffe,7fe,ffe,7fe,-1422,-700,1,1,1,1
2395,2395,0,ffe,7fe,ffe,7fe,-1152,-1342,1,1,1,1
2396,2396,0,802,ffe,802,ffe,773,-371,1,1,1,1
2397,2397,0,802,ffe,802,ffe,2047,704,1,1,1,1
2398,2398,0,002,802,002,802,1325,1112,1,1,1,1
2399,2399,0,002,802,002,802,59,664,1,1,1,1
2400,2400,0,7fe,002,7fe,002,-652,68,1,1,1,1
2401,2401,0,7fe,002,7fe,002,-1277,-45,1,1,1,1
2402,2402,0,ffe,7fe,ffe,7fe,-1176,-578,1,1,1,1
2403,2403,0,802,ffe,802,ffe,795,-349,1,1,1,1
2404,2404,0,802,ffe,802,ffe,2047,338,1,1,1,1
2405,2405,0,002,802,002,802,84,-732,1,1,1,1
2406,2406,0,002,802,002,802,-1543,-1636,1,1,1,1
2407,2407,0,7fe,002,7fe,002,616,-446,1,1,1,1
2408,2408,0,7fe,002,7fe,002,2047,760,1,1,1,1
2409,2409,0,ffe,7fe,ffe,7fe,1402,1119,1,1,1,1
2410,2410,0,ffe,7fe,ffe,7fe,99,641,1,1,1,1
2411,2411,0,802,ffe,802,ffe,-690,83,1,1,1,1
2412,2412,0,802,ffe,802,ffe,-1213,-42,1,1,1,1
2413,2413,0,002,802,002,802,-1440,-730,1,1,1,1
2414,2414,0,002,802,002,802,-1190,-1308,1,1,1,1
2415,2415,0,7fe,002,7fe,002,781,-348,1,1,1,1
2416,2416,0,7fe,002,7fe,002,2047,720,1,1,1,1
2417,2417,0,ffe,7fe,ffe,7fe,1180,1110,1,1,1,1
2418,2418,0,802,ffe,802,ffe,-739,639,1,1,1,1
2419,2419,0,802,ffe,802,ffe,-1406,-50,1,1,1,1
2420,2420,0,ffe,7fe,ffe,7fe,-1411,-822,1,1,1,1
2421,2421,0,ffe,7fe,ffe,7fe,-1157,-1281,1,1,1,1
2422,2422,0,802,ffe,802,ffe,752,-317,1,1,1,1
2423,2423,0,802,ffe,802,ffe,2047,710,1,1,1,1
2424,2424,0,002,802,002,802,1371,1112,1,1,1,1
2425,2425,0,002,802,002,802,100,686,1,1,1,1
2426,2426,0,7fe,002,7fe,002,-681,52,1,1,1,1
2427,2427,0,7fe,002,7fe,002,-1220,-38,1,1,1,1
2428,2428,0,ffe,7fe,ffe,7fe,-1444,-702,1,1,1,1
2429,2429,0,ffe,7fe,ffe,7fe,-1190,-1325,1,1,1,1
2430,2430,0,802,ffe,802,ffe,763,-331,1,1,1,1
2431,2431,0,802,ffe,802,ffe,2047,730,1,1,1,1
2432,2432,0,002,802,002,802,1186,1093,1,1,1,1
2433,2433,0,7fe,002,7fe,002,-765,654,1,1,1,1
2434,2434,0,7fe,002,7fe,002,-1405,-55,1,1,1,1
2435,2435,0,ffe,7fe,ffe,7fe,-1406,-808,1,1,1,1
2436,2436,0,ffe,7fe,ffe,7fe,-1156,-1301,1,1,1,1
2437,2437,0,802,ffe,802,ffe,767,-304,1,1,1,1
2438,2438,0,802,ffe,802,ffe,2047,680,1,1,1,1
2439,2439,0,002,802,002,802,1340,1104,1,1,1,1
2440,2440,0,002,802,002,802,124,694,1,1,1,1
2441,2441,0,7fe,002,7fe,002,-677,70,1,1,1,1
2442,2442,0,7fe,002,7fe,002,-1227,-20,1,1,1,1
2443,2443,0,ffe,7fe,ffe,7fe,-1438,-692,1,1,1,1
2444,2444,0,ffe,7fe,ffe,7fe,-1187,-1306,1,1,1,1
2445,2445,0,802,ffe,802,ffe,769,-351,1,1,1,1
2446,2446,0,802,ffe,802,ffe,2047,714,1,1,1,1
2447,2447,0,002,802,002,802,1199,1086,1,1,1,1
2448,2448,0,7fe,002,7fe,002,-791,644,1,1,1,1
2449,2449,0,7fe,002,7fe,002,-1396,-28,1,1,1,1
2450,2450,0,002,802,002,802,-1402,-833,1,1,1,1
2451,2451,0,002,802,002,802,-1172,-1300,1,1,1,1
2452,2452,0,7fe,002,7fe,002,767,-332,1,1,1,1
2453,2453,0,7fe,002,7fe,002,2047,719,1,1,1,1
2454,2454,0,ffe,7fe,ffe,7fe,1334,1097,1,1,1,1
2455,2455,0,ffe,7fe,ffe,7fe,108,681,1,1,1,1
2456,2456,0,802,ffe,802,ffe,-656,71,1,1,1,1
2457,2457,0,802,ffe,802,ffe,-1241,-19,1,1,1,1
2458,2458,0,002,802,002,802,-1418,-712,1,1,1,1
2459,2459,0,002,802,002,802,-1175,-1323,1,1,1,1
2460,2460,0,7fe,002,7fe,002,764,-354,1,1,1,1
2461,2461,0,7fe,002,7fe,002,2047,703,1,1,1,1
2462,2462,0,ffe,7fe,ffe,7fe,1188,1131,1,1,1,1
2463,2463,0,802,ffe,802,ffe,-797,628,1,1,1,1
2464,2464,0,802,ffe,802,ffe,-1330,81,1,1,1,1
2465,2465,0,002,802,002,802,-163,239,1,1,1,1
2466,2466,0,002,802,002,802,461,349,1,1,1,1
2467,2467,0,7fe,002,7fe,002,-486,221,1,1,1,1
2468,2468,0,7fe,002,7fe,002,-1304,29,1,1,1,1
2469,2469,0,ffe,7fe,ffe,7fe,-1465,-765,1,1,1,1
2470,2470,0,ffe,7fe,ffe,7fe,-1172,-1288,1,1,1,1
2471,2471,0,802,ffe,802,ffe,778,-293,1,1,1,1
2472,2472,0,802,ffe,802,ffe,2047,730,1,1,1,1
2473,2473,0,002,802,002,802,1346,1091,1,1,1,1
2474,2474,0,002,802,002,802,102,661,1,1,1,1
2475,2475,0,7fe,002,7fe,002,-662,65,1,1,1,1
2476,2476,0,7fe,002,7fe,002,-1294,-53,1,1,1,1
2477,2477,0,ffe,7fe,ffe,7fe,-1162,-518,1,1,1,1
2478,2478,0,802,ffe,802,ffe,783,-402,1,1,1,1
2479,2479,0,802,ffe,802,ffe,2047,580,1,1,1,1
2480,2480,0,ffe,7fe,ffe,7fe,1352,1153,1,1,1,1
2481,2481,0,ffe,7fe,ffe,7fe,79,668,1,1,1,1
2482,2482,0,802,ffe,802,ffe,-707,52,1,1,1,1
2483,2483,0,802,ffe,802,ffe,-1187,-31,1,1,1,1
2484,2484,0,002,802,002,802,-1473,-702,1,1,1,1
2485,2485,0,002,802,002,802,-1191,-1302,1,1,1,1
2486,2486,0,7fe,002,7fe,002,794,-328,1,1,1,1
2487,2487,0,7fe,002,7fe,002,2047,694,1,1,1,1
2488,2488,0,ffe,7fe,ffe,7fe,1335,1095,1,1,1,1
2489,2489,0,ffe,7fe,ffe,7fe,97,671,1,1,1,1
2490,2490,0,802,ffe,802,ffe,-673,101,1,1,1,1
2491,2491,0,802,ffe,802,ffe,-1312,-36,1,1,1,1
2492,2492,0,002,802,002,802,-1147,-575,1,1,1,1
2493,2493,0,7fe,002,7fe,002,803,-335,1,1,1,1
2494,2494,0,7fe,002,7fe,002,2047,322,1,1,1,1
2495,2495,0,ffe,7fe,ffe,7fe,86,-713,1,1,1,1
2496,2496,0,ffe,7fe,ffe,7fe,-1510,-1639,1,1,1,1
2497,2497,0,802,ffe,802,ffe,599,-442,1,1,1,1
2498,2498,0,802,ffe,802,ffe,2047,777,1,1,1,1
2499,2499,0,002,802,002,802,1337,1133,1,1,1,1
2500,2500,0,002,802,002,802,59,650,1,1,1,1
2501,2501,0,7fe,002,7fe,002,-660,73,1,1,1,1
2502,2502,0,7fe,002,7fe,002,-1205,-14,1,1,1,1
2503,2503,0,ffe,7fe,ffe,7fe,-1458,-712,1,1,1,1
2504,2504,0,ffe,7fe,ffe,7fe,-1188,-1311,1,1,1,1
2505,2505,0,802,ffe,802,ffe,776,-320,1,1,1,1
2506,2506,0,802,ffe,802,ffe,2047,690,1,1,1,1
2507,2507,0,002,802,002,802,1206,1093,1,1,1,1
2508,2508,0,7fe,002,7fe,002,-757,672,1,1,1,1
2509,2509,0,7fe,002,7fe,002,-1406,-56,1,1,1,1
2510,2510,0,7fe,002,7fe,002,-1404,-819,1,1,1,1
2511,2511,0,7fe,002,7fe,002,-1135,-1271,1,1,1,1
2512,2512,0,ffe,7fe,ffe,7fe,746,-321,1,1,1,1
2513,2513,0,ffe,7fe,ffe,7fe,2047,697,1,1,1,1
2514,2514,0,802,ffe,802,ffe,1318,1132,1,1,1,1
2515,2515,0,802,ffe,802,ffe,75,654,1,1,1,1
2516,2516,0,002,802,002,802,-690,65,1,1,1,1
2517,2517,0,002,802,002,802,-1195,-19,1,1,1,1
2518,2518,0,7fe,002,7fe,002,-1438,-699,1,1,1,1
2519,2519,0,7fe,002,7fe,002,-1200,-1331,1,1,1,1
2520,2520,0,ffe,7fe,ffe,7fe,789,-337,1,1,1,1
2521,2521,0,ffe,7fe,ffe,7fe,2047,721,1,1,1,1
2522,2522,0,802,ffe,802,ffe,1190,1111,1,1,1,1
2523,2523,0,002,802,002,802,-806,635,1,1,1,1
2524,2524,0,002,802,002,802,-1334,212,1,1,1,1
2525,2525,0,7fe,002,7fe,002,-89,1096,1,1,1,1
2526,2526,0,7fe,002,7fe,002,544,1112,1,1,1,1
2527,2527,0,ffe,7fe,ffe,7fe,-520,147,1,1,1,1
2528,2528,0,ffe,7fe,ffe,7fe,-1350,-106,1,1,1,1
2529,2529,0,802,ffe,802,ffe,-1459,-699,1,1,1,1
2530,2530,0,802,ffe,802,ffe,-1155,-1301,1,1,1,1
2531,2531,0,002,802,002,802,752,-362,1,1,1,1
2532,2532,0,002,802,002,802,2047,721,1,1,1,1
2533,2533,0,7fe,002,7fe,002,1353,1114,1,1,1,1
2534,2534,0,7fe,002,7fe,002,58,653,1,1,1,1
2535,2535,0,ffe,7fe,ffe,7fe,-643,73,1,1,1,1
2536,2536,0,ffe,7fe,ffe,7fe,-1305,-45,1,1,1,1
2537,2537,0,802,ffe,802,ffe,-1176,-560,1,1,1,1
2538,2538,0,002,802,002,802,774,-408,1,1,1,1
2539,2539,0,002,802,002,802,2047,605,1,1,1,1
2540,2540,0,002,802,002,802,1352,1139,1,1,1,1
2541,2541,0,002,802,002,802,54,691,1,1,1,1
2542,2542,0,7fe,002,7fe,002,-678,73,1,1,1,1
2543,2543,0,7fe,002,7fe,002,-1209,-60,1,1,1,1
2544,2544,0,ffe,7fe,ffe,7fe,-1462,-726,1,1,1,1
2545,2545,0,ffe,7fe,ffe,7fe,-1160,-1319,1,1,1,1
2546,2546,0,802,ffe,802,ffe,762,-354,1,1,1,1
2547,2547,0,802,ffe,802,ffe,2047,738,1,1,1,1
2548,2548,0,002,802,002,802,1357,1093,1,1,1,1
2549,2549,0,002,802,002,802,57,672,1,1,1,1
2550,2550,0,7fe,002,7fe,002,-660,76,1,1,1,1
2551,2551,0,7fe,002,7fe,002,-1307,-53,1,1,1,1
2552,2552,0,ffe,7fe,ffe,7fe,-1154,-576,1,1,1,1
2553,2553,0,802,ffe,802,ffe,783,-379,1,1,1,1
2554,2554,0,802,ffe,802,ffe,2047,492,1,1,1,1
2555,2555,0,002,802,002,802,2047,326,1,1,1,1
2556,2556,0,002,802,002,802,1859,213,1,1,1,1
2557,2557,0,7fe,002,7fe,002,1164,917,1,1,1,1
2558,2558,0,7fe,002,7fe,002,191,773,1,1,1,1
2559,2559,0,ffe,7fe,ffe,7fe,-683,90,1,1,1,1
2560,2560,0,ffe,7fe,ffe,7fe,-1238,-73,1,1,1,1
2561,2561,0,802,ffe,802,ffe,-1434,-711,1,1,1,1
2562,2562,0,802,ffe,802,ffe,-1186,-1309,1,1,1,1
2563,2563,0,002,802,002,802,771,-333,1,1,1,1
2564,2564,0,002,802,002,802,2047,728,1,1,1,1
2565,2565,0,7fe,002,7fe,002,1327,1087,1,1,1,1
2566,2566,0,7fe,002,7fe,002,121,681,1,1,1,1
2567,2567,0,ffe,7fe,ffe,7fe,-643,-77,1,1,1,1
2568,2568,0,802,ffe,802,ffe,-1474,-901,1,1,1,1
2569,2569,0,802,ffe,802,ffe,-1286,-1338,1,1,1,1
2570,2570,0,002,802,002,802,786,-321,1,1,1,1
2571,2571,0,002,802,002,802,2047,717,1,1,1,1
2572,2572,0,7fe,002,7fe,002,1330,1080,1,1,1,1
2573,2573,0,7fe,002,7fe,002,84,668,1,1,1,1
2574,2574,0,ffe,7fe,ffe,7fe,-680,78,1,1,1,1
2575,2575,0,ffe,7fe,ffe,7fe,-1198,-54,1,1,1,1
2576,2576,0,802,ffe,802,ffe,-1431,-724,1,1,1,1
2577,2577,0,802,ffe,802,ffe,-1179,-1335,1,1,1,1
2578,2578,0,002,802,002,802,754,-343,1,1,1,1
2579,2579,0,002,802,002,802,2047,717,1,1,1,1
